market_name,customer_id,product_name,product_item_name,conversion_country,conversion_region,conversion_city,conversion_postal_or_zip,conversion_store_category,conversion_currency,conversion_exchange_rate,conversiont_latitude,conversion_longitude,customersegment,customer3rdpartysegment,customersegment3rdpartyprovider,conversiondatetime,revenueamount,taxamount,shippingamount,discountamount,marginrate,product_item_rating
524832,1038,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 108,CITY - 35,101015,Grocery stores,USD,1,30.03318416,-83.08777252,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 3,11/18/20 19:32,660.6157127,52.84925702,9.909235691,15.43263854,0.628648899,2
524833,1008,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 109,CITY - 45,101016,Grocery stores,USD,1,52.07124319,-77.00870413,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 2,11/23/20 0:13,475.8599335,38.06879468,7.137899002,23.58129586,0.699431633,3
524834,1094,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 109,CITY - 45,101012,Grocery stores,USD,1,29.0416086,-70.08696447,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 2,11/25/20 16:24,438.1311041,35.05048833,6.571966562,8.274309662,0.606311074,4
524901,1014,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 107,CITY - 43,101005,Grocery stores,USD,1,41.07465586,-145.0766552,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 1,11/27/20 22:42,311.1246733,24.88997386,4.6668701,26.7365322,0.646941264,3
525101,1068,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 109,CITY - 48,101017,Grocery stores,USD,1,43.0482206,-98.041612,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 2,12/7/20 0:12,765.3364264,61.22691411,11.4800464,19.54322083,0.63105659,1
525102,1049,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 109,CITY - 35,101000,Grocery stores,USD,1,30.01971337,-68.04695907,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 1,12/14/20 16:25,613.9973933,49.11979146,9.209960899,50.10791936,0.65302135,4
525103,1051,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 106,CITY - 46,101010,Grocery stores,USD,1,21.00408621,-148.0208863,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 3,12/20/20 23:33,562.1634432,44.97307546,8.432451648,48.58513487,0.67201265,2
525104,1025,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,US,REGION - 102,CITY - 40,101002,Grocery stores,USD,1,52.05378456,-148.0118796,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 1,12/28/20 17:13,837.5062956,67.00050365,12.56259443,75.85503685,0.62958983,5
525798,1024,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 100,CITY - 45,101012,Grocery stores,USD,1,53.06689003,-80.0009741,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 3,1/5/21 20:46,339.2757842,27.14206274,5.089136763,12.6281703,0.686167853,0
525801,1069,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,CA,REGION - 100,CITY - 31,101019,Grocery stores,USD,1,44.05768021,-131.0752237,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 1,1/6/21 4:14,676.4344402,54.11475522,10.1465166,54.41425245,0.686285033,3
526008,1046,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 108,CITY - 47,101020,Grocery stores,USD,1,41.05269584,-127.0341807,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 2,1/14/21 9:48,129.7753629,10.38202903,1.946630444,1.687584248,0.64762081,2
526009,1052,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 110,CITY - 44,101011,Grocery stores,USD,1,41.01786501,-110.0893582,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 1,1/18/21 13:00,848.4819342,67.87855473,12.72722901,18.24890177,0.648548758,3
526503,1015,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 104,CITY - 44,101015,Grocery stores,USD,1,62.09578976,-126.0249826,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 1,1/23/21 0:47,225.0164705,18.00131764,3.375247057,3.584799046,0.673244417,4
526801,1007,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 103,CITY - 33,101014,Grocery stores,USD,1,48.07888067,-141.0770422,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 1,1/26/21 17:20,133.0446605,10.64357284,1.995669907,7.870294386,0.60455515,4
528830,1069,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 109,CITY - 48,101012,Grocery stores,USD,1,54.02548533,-87.02649269,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 1,1/29/21 11:19,743.9516295,59.51613036,11.15927444,24.46101934,0.609644705,1
528831,1052,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 107,CITY - 42,101010,Grocery stores,USD,1,36.06630059,-79.07791244,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 2,2/4/21 8:20,267.2044142,21.37635313,4.008066212,15.02265993,0.636028206,5
520101,1066,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 100,CITY - 50,101011,Grocery stores,USD,1,37.0507659,-112.0848987,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 3,2/9/21 7:39,305.5534109,24.44427287,4.583301163,0.500423889,0.697258455,3
520104,1074,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 110,CITY - 33,101014,Grocery stores,USD,1,37.09472763,-70.00762678,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 3,2/14/21 20:22,429.3456473,34.34765179,6.44018471,34.76523212,0.678900396,1
520106,1016,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 102,CITY - 42,101015,Grocery stores,USD,1,20.04142702,-144.0750682,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 2,2/19/21 22:55,398.5593085,31.88474468,5.978389627,25.60116464,0.613534568,4
520109,1043,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 103,CITY - 45,101019,Grocery stores,USD,1,53.06931465,-100.0282232,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 1,2/28/21 7:17,628.2621945,50.26097556,9.423932917,39.05073876,0.660573334,4
520110,1020,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 101,CITY - 47,101012,Grocery stores,USD,1,51.00556312,-111.0860955,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 3,2/28/21 8:48,546.5715682,43.72572545,8.198573522,36.15553253,0.633153969,1
520309,1005,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 108,CITY - 30,101016,Grocery stores,USD,1,38.00135501,-79.05952971,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 2,3/10/21 4:52,165.7183232,13.25746586,2.485774848,8.565553112,0.659469549,2
520310,1064,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 104,CITY - 49,101011,Grocery stores,USD,1,19.05676325,-155.0273859,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 3,3/16/21 9:39,1006.124121,80.4899297,15.09186182,100.2850616,0.644157186,0
520408,1073,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 108,CITY - 35,101019,Grocery stores,USD,1,34.05812405,-142.0735987,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 2,3/20/21 16:08,492.9143674,39.43314939,7.39371551,41.33248232,0.648481204,4
520410,1058,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 103,CITY - 31,101013,Grocery stores,USD,1,58.06726312,-98.09589571,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 1,3/20/21 20:48,726.8959775,58.1516782,10.90343966,41.90792025,0.615617816,5
521302,1020,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 108,CITY - 36,101017,Grocery stores,USD,1,38.08673172,-158.0457384,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 2,3/25/21 8:40,151.0029604,12.08023683,2.265044407,11.49147322,0.627498971,5
521499,1042,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 102,CITY - 49,101008,Grocery stores,USD,1,60.04681557,-79.08027281,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 2,9/1/19 00:00,1045.488098,83.63904786,15.68232147,91.66845574,0.657120297,2
522104,1093,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 107,CITY - 47,101010,Grocery stores,USD,1,56.03268408,-112.041185,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 3,9/10/19 22:48,673.2644238,53.86115391,10.09896636,19.0109999,0.687301145,1
522203,1051,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,US,REGION - 100,CITY - 34,101003,Grocery stores,USD,1,25.05419682,-118.0317272,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 2,9/13/19 0:27,505.7654926,40.46123941,7.586482389,44.20325285,0.607400063,0
522204,1064,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 103,CITY - 30,101019,Grocery stores,USD,1,46.00883155,-140.0539753,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 2,9/17/19 11:21,669.0816586,53.52653268,10.03622488,28.10540776,0.622566946,4
522205,1024,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 104,CITY - 43,101019,Grocery stores,USD,1,57.09217932,-94.05291182,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 3,9/19/19 1:14,276.0194759,22.08155807,4.140292138,27.42278192,0.648653132,1
522206,1007,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 107,CITY - 34,101008,Grocery stores,USD,1,63.08866647,-73.04852251,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,9/20/19 6:58,205.6364435,16.45091548,3.084546652,17.95712701,0.615978942,4
522211,1027,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 110,CITY - 31,101016,Grocery stores,USD,1,21.06812035,-80.02531167,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 3,9/27/19 17:20,180.2422585,14.41938068,2.703633878,16.35474737,0.638218114,4
522213,1069,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 102,CITY - 42,101000,Grocery stores,USD,1,52.01325098,-129.0830716,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,10/7/19 4:17,830.5946826,66.44757461,12.45892024,56.52016346,0.650734317,2
522215,1049,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 105,CITY - 36,101017,Grocery stores,USD,1,41.05798129,-89.02084193,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 3,10/9/19 14:20,986.0019328,78.88015463,14.79002899,80.25650369,0.693604007,1
522399,1029,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 106,CITY - 42,101000,Grocery stores,USD,1,63.03736803,-87.02762622,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 1,10/18/19 10:26,327.9012049,26.23209639,4.918518073,29.18829975,0.674754143,5
522501,1032,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 105,CITY - 47,101017,Grocery stores,USD,1,26.03975302,-90.06929507,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 3,10/24/19 6:55,371.7307004,29.73845603,5.575960506,8.171747251,0.618962155,3
522513,1047,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,CA,REGION - 100,CITY - 50,101006,Grocery stores,USD,1,61.02299348,-81.03806618,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 3,10/27/19 14:04,883.3700817,70.66960653,13.25055123,13.22696176,0.628905521,2
522601,1005,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 109,CITY - 39,101008,Grocery stores,USD,1,54.05127256,-154.0881177,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 3,11/1/19 16:43,421.2409743,33.69927794,6.318614614,25.6597133,0.630231503,2
523003,1036,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 108,CITY - 36,101020,Grocery stores,USD,1,46.0242023,-131.0424938,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 3,11/4/19 9:33,924.1591344,73.93273075,13.86238702,66.12565103,0.635566255,3
523004,1050,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 105,CITY - 30,101001,Grocery stores,USD,1,21.00269735,-145.0968174,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 2,11/4/19 14:57,893.1330294,71.45064235,13.39699544,31.0943303,0.636583918,3
523302,1057,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 110,CITY - 31,101012,Grocery stores,USD,1,43.03936283,-111.0236233,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 2,11/8/19 2:36,1095.698331,87.65586648,16.43547497,93.11902496,0.669340361,1
523501,1085,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 105,CITY - 44,101011,Grocery stores,USD,1,27.07130041,-101.0635718,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 1,11/16/19 19:38,618.5437083,49.48349666,9.278155624,57.49622522,0.603096091,4
523603,1052,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 101,CITY - 48,101017,Grocery stores,USD,1,43.06563791,-74.04846675,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,11/26/19 16:48,405.6038364,32.44830691,6.084057546,15.35435632,0.606963815,3
523605,1074,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 107,CITY - 32,101016,Grocery stores,USD,1,55.09312835,-89.01594486,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 2,11/29/19 13:42,726.6369555,58.13095644,10.89955433,51.74911412,0.603469882,1
523606,1070,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,CA,REGION - 103,CITY - 30,101009,Grocery stores,USD,1,50.00011324,-122.020894,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 3,12/7/19 3:26,409.7976238,32.7838099,6.146964357,21.30554749,0.681840163,1
523607,1041,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 106,CITY - 47,101012,Grocery stores,USD,1,31.0658429,-116.0837513,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 1,12/7/19 8:28,262.777017,21.02216136,3.941655255,15.39795323,0.693321779,0
523608,1087,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 108,CITY - 48,101016,Grocery stores,USD,1,59.01482539,-109.0231322,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,12/11/19 2:08,829.5599637,66.3647971,12.44339946,14.08650099,0.694280746,0
523609,1030,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,US,REGION - 105,CITY - 48,101010,Grocery stores,USD,1,27.09699673,-69.00814151,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 3,12/15/19 8:44,630.8553338,50.46842671,9.462830007,17.82698221,0.611458736,4
523610,1057,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 110,CITY - 49,101004,Grocery stores,USD,1,20.04263013,-88.02107548,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 2,12/23/19 15:25,465.5158722,37.24126977,6.982738082,5.752492139,0.646492854,0
523611,1081,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 101,CITY - 42,101013,Grocery stores,USD,1,20.04029562,-156.0990646,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 3,12/27/19 16:38,576.1928045,46.09542436,8.642892068,51.79032475,0.699976602,3
523701,1041,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 109,CITY - 34,101012,Grocery stores,USD,1,27.02874613,-68.00706603,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 1,1/3/20 0:04,996.1819897,79.69455918,14.94272985,82.10082468,0.674486161,2
523902,1095,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 101,CITY - 43,101020,Grocery stores,USD,1,37.0565226,-86.03060934,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 2,1/7/20 1:44,830.2269683,66.41815747,12.45340452,49.8540757,0.655847614,5
523903,1015,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,CA,REGION - 103,CITY - 30,101006,Grocery stores,USD,1,39.06888248,-118.0859839,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 2,1/11/20 22:13,796.8473487,63.7477879,11.95271023,21.066315,0.684763313,1
524099,1042,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 103,CITY - 37,101003,Grocery stores,USD,1,28.08521196,-159.0742913,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 1,1/17/20 14:53,103.6113202,8.288905616,1.554169803,6.615092651,0.671181455,2
524303,1084,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,CA,REGION - 105,CITY - 48,101003,Grocery stores,USD,1,64.06295538,-118.0435557,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 1,1/20/20 14:16,683.1377348,54.65101879,10.24706602,20.01782342,0.615989325,1
524304,1007,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 109,CITY - 45,101006,Grocery stores,USD,1,64.06060265,-92.0871213,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 3,1/30/20 12:04,143.6750353,11.49400282,2.15512553,4.793773305,0.697696085,3
524305,1049,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 106,CITY - 32,101003,Grocery stores,USD,1,22.02648114,-107.0627299,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 2,1/31/20 3:08,183.7098348,14.69678678,2.755647522,14.79154685,0.628179473,2
524306,1046,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,CA,REGION - 105,CITY - 35,101010,Grocery stores,USD,1,31.09266788,-130.0474606,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 1,1/31/20 23:56,683.0342032,54.64273625,10.24551305,21.66392561,0.665968894,5
524307,1038,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 106,CITY - 31,101010,Grocery stores,USD,1,41.0524361,-132.0702229,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 1,2/1/20 2:26,639.2427166,51.13941732,9.588640748,59.54321441,0.648614872,0
524308,1020,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 109,CITY - 33,101015,Grocery stores,USD,1,24.04957008,-86.02498759,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 3,2/3/20 15:01,407.3860239,32.59088191,6.110790358,26.22351517,0.696350836,0
524309,1079,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,US,REGION - 106,CITY - 32,101007,Grocery stores,USD,1,35.06951461,-125.089916,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 2,2/11/20 20:33,468.8057246,37.50445797,7.032085869,16.69679635,0.643120836,1
524311,1076,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 105,CITY - 50,101019,Grocery stores,USD,1,37.08849979,-73.09749043,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 3,2/19/20 9:41,232.4705841,18.59764673,3.487058761,17.73707119,0.618034529,5
524312,1080,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 100,CITY - 49,101007,Grocery stores,USD,1,51.02810788,-134.0351137,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 1,2/23/20 19:08,735.6324712,58.8505977,11.03448707,39.8700254,0.675398897,4
524313,1073,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 106,CITY - 42,101004,Grocery stores,USD,1,40.00653502,-80.04533762,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 1,3/2/20 14:02,348.0642213,27.8451377,5.220963319,19.79293066,0.648492632,3
524314,1000,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,CA,REGION - 110,CITY - 44,101018,Grocery stores,USD,1,33.05813542,-122.0143319,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,3/2/20 15:55,1039.742773,83.17942186,15.5961416,99.04911989,0.689196061,0
524315,1049,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 105,CITY - 36,101015,Grocery stores,USD,1,58.04563129,-136.009563,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 2,3/5/20 7:05,557.8169653,44.62535723,8.36725448,24.27449594,0.634580842,4
524316,1017,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 102,CITY - 50,101016,Grocery stores,USD,1,55.08271811,-158.0379913,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 1,3/9/20 19:18,348.9920798,27.91936639,5.234881198,31.64822724,0.672620018,2
524317,1050,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,CA,REGION - 102,CITY - 41,101020,Grocery stores,USD,1,23.06353963,-148.0883014,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 1,3/11/20 1:06,877.8880647,70.23104518,13.16832097,12.94398939,0.679538931,4
524318,1065,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 108,CITY - 37,101001,Grocery stores,USD,1,26.08118128,-91.01557578,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 1,3/16/20 5:00,704.7229246,56.37783397,10.57084387,35.86013322,0.68286537,3
524319,1076,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 108,CITY - 42,101000,Grocery stores,USD,1,21.08965905,-138.0829394,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 2,3/18/20 12:18,442.4308951,35.39447161,6.636463426,34.20815517,0.698520235,1
524320,1041,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,CA,REGION - 101,CITY - 32,101020,Grocery stores,USD,1,26.01839792,-107.0204068,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 3,3/27/20 20:19,306.627734,24.53021872,4.59941601,1.846560161,0.628937862,5
524321,1058,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,US,REGION - 110,CITY - 46,101014,Grocery stores,USD,1,63.02113666,-144.0293223,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 1,4/2/20 5:39,482.3217039,38.58573631,7.234825559,43.29627762,0.645987183,0
524322,1039,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,US,REGION - 110,CITY - 34,101002,Grocery stores,USD,1,56.08607882,-150.0055005,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 1,4/3/20 17:22,431.9000416,34.55200333,6.478500623,31.42033058,0.688713398,2
524323,1029,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,CA,REGION - 107,CITY - 39,101002,Grocery stores,USD,1,39.09443739,-129.0272996,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 3,4/6/20 22:15,222.6184111,17.80947289,3.339276167,17.0538769,0.693802989,2
524324,1071,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,US,REGION - 102,CITY - 47,101015,Grocery stores,USD,1,44.02786028,-71.0260344,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,4/8/20 1:55,461.749102,36.93992816,6.92623653,21.51864695,0.616245722,3
524401,1017,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 108,CITY - 42,101020,Grocery stores,USD,1,43.02356089,-110.0761244,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 1,4/16/20 14:24,372.904833,29.83238664,5.593572495,13.16253862,0.64158478,5
524402,1029,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 110,CITY - 32,101020,Grocery stores,USD,1,61.06888789,-150.0018962,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,4/16/20 16:59,482.9871007,38.63896805,7.24480651,34.01714534,0.614801759,0
524501,1018,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 102,CITY - 44,101017,Grocery stores,USD,1,44.03836603,-149.0584075,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 2,4/18/20 4:05,191.795619,15.34364952,2.876934285,15.77568575,0.613873201,4
524502,1077,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 104,CITY - 49,101018,Grocery stores,USD,1,23.05551588,-150.0546496,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,4/25/20 4:27,1003.769195,80.30153559,15.05653792,36.52114938,0.618412247,2
524503,1095,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 104,CITY - 32,101016,Grocery stores,USD,1,58.01834438,-84.05666604,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 3,5/2/20 4:52,433.647997,34.69183976,6.504719955,6.624113331,0.653342973,4
